table_id,year,row_code,row_type,column_code,column_type,value
59,2024,111CA,Commodity,514,Commodity,0.0010432
59,2024,111CA,Commodity,521CI,Commodity,0.000721
59,2024,111CA,Commodity,523,Commodity,0.0009481
59,2024,111CA,Commodity,524,Commodity,0.0004647
59,2024,111CA,Commodity,525,Commodity,0.0009363
59,2024,111CA,Commodity,532RL,Commodity,0.0010535
59,2024,111CA,Commodity,5411,Commodity,0.0005109
59,2024,111CA,Commodity,5412OP,Commodity,0.0023745
59,2024,111CA,Commodity,5415,Commodity,0.0008847
59,2024,111CA,Commodity,55,Commodity,0.0011027
59,2024,111CA,Commodity,561,Commodity,0.0022858
59,2024,111CA,Commodity,562,Commodity,0.0029001
59,2024,111CA,Commodity,61,Commodity,0.0093431
59,2024,111CA,Commodity,621,Commodity,0.0026398
59,2024,111CA,Commodity,622,Commodity,0.0066943
59,2024,111CA,Commodity,623,Commodity,0.0080288
59,2024,111CA,Commodity,624,Commodity,0.0200493
59,2024,111CA,Commodity,711AS,Commodity,0.003356
59,2024,111CA,Commodity,713,Commodity,0.0118506
59,2024,111CA,Commodity,721,Commodity,0.0069936
59,2024,111CA,Commodity,722,Commodity,0.0301151
59,2024,111CA,Commodity,81,Commodity,0.001573
59,2024,111CA,Commodity,GFE,Commodity,0.0023797
59,2024,111CA,Commodity,GFGD,Commodity,0.0038757
59,2024,111CA,Commodity,GFGN,Commodity,0.0009317
59,2024,111CA,Commodity,GSLE,Commodity,0.0016797
59,2024,111CA,Commodity,GSLG,Commodity,0.0168592
59,2024,111CA,Commodity,HS,Commodity,0.0001418
59,2024,111CA,Commodity,ORE,Commodity,0.0020695
59,2024,111CA,Commodity,Other,Commodity,0.0009317
59,2024,111CA,Commodity,Used,Commodity,0.0085142
59,2024,113FF,Commodity,111CA,Commodity,0.0842905
59,2024,113FF,Commodity,113FF,Commodity,1.1369556
59,2024,113FF,Commodity,211,Commodity,0.0004376
59,2024,113FF,Commodity,212,Commodity,0.0023847
59,2024,113FF,Commodity,213,Commodity,0.0006607
59,2024,113FF,Commodity,22,Commodity,0.0006645
59,2024,113FF,Commodity,23,Commodity,0.0049799
59,2024,113FF,Commodity,311FT,Commodity,0.0324796
59,2024,113FF,Commodity,313TT,Commodity,0.00407
59,2024,113FF,Commodity,315AL,Commodity,0.0113895
59,2024,113FF,Commodity,321,Commodity,0.1494707
59,2024,113FF,Commodity,322,Commodity,0.0303013
59,2024,113FF,Commodity,323,Commodity,0.0047207
59,2024,113FF,Commodity,324,Commodity,0.0005318
