cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
144,P2,A01,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,104735,A,1,-104729,A,1,-7,A,0,,,1,7,A
145,P2,A01,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,20777,A,1,-20750,A,1,-27,A,0,,,1,27,A
146,P2,A01,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,114900,A,1,114128,A,0,,,1,772,A,1,772,A,0,,
147,P2,A01,CPA08_H53,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1248,A,1,1248,A,0,,,0,,,0,,,0,,
148,P2,A01,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,55146,A,1,50960,A,0,,,1,4186,A,1,4186,A,0,,
149,P2,A01,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,158,A,1,143,A,0,,,1,15,A,1,15,A,0,,
150,P2,A01,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,54988,A,1,50817,A,0,,,1,4171,A,1,4171,A,0,,
151,P2,A01,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,109291,A,1,106596,A,1,197,A,1,2498,A,1,2498,A,0,,
152,P2,A01,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10837,A,1,10605,A,1,197,A,1,35,A,1,35,A,0,,
153,P2,A01,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,42855,A,1,41159,A,0,,,1,1696,A,1,1696,A,0,,
154,P2,A01,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,55583,A,1,54817,A,0,,,1,766,A,1,766,A,0,,
155,P2,A01,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,55598,A,1,54832,A,0,,,1,766,A,1,766,A,0,,
156,P2,A01,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15,A,1,15,A,0,,,1,0,A,1,0,A,0,,
157,P2,A01,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1106015,A,1,1787207,A,0,,,1,-681192,A,1,3692,A,1,684885,A
158,P2,A01,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,650902,A,1,651048,A,0,,,1,-146,A,1,13,A,1,160,A
159,P2,A01,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,351670,A,1,1032716,A,0,,,1,-681046,A,1,3679,A,1,684725,A
160,P2,A01,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,103442,A,1,103442,A,0,,,0,,,0,,,0,,
161,P2,A01,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,304336,A,1,302081,A,0,,,1,2256,A,1,2452,A,1,196,A
162,P2,A01,CPA08_L68A,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,107217,A,1,107310,A,0,,,1,-92,A,0,,,1,92,A
163,P2,A01,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,197119,A,1,194771,A,0,,,1,2348,A,1,2452,A,1,104,A
164,P2,A01,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,408226,A,1,404692,A,0,,,1,3534,A,1,3534,A,0,,
165,P2,A01,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,205610,A,1,202298,A,0,,,1,3312,A,1,3312,A,0,,
166,P2,A01,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,205841,A,1,202528,A,0,,,1,3313,A,1,3313,A,0,,
167,P2,A01,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,231,A,1,231,A,0,,,1,1,A,1,1,A,0,,
168,P2,A01,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,28897,A,1,28711,A,0,,,1,186,A,1,186,A,0,,
169,P2,A01,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,270,A,1,269,A,0,,,1,2,A,1,2,A,0,,
170,P2,A01,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,975,A,1,969,A,0,,,1,7,A,1,7,A,0,,
171,P2,A01,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,26410,A,1,26383,A,0,,,1,26,A,1,26,A,0,,
172,P2,A01,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,172241,A,1,172215,A,0,,,1,26,A,1,26,A,0,,
173,P2,A01,CPA08_M75,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,145832,A,1,145832,A,0,,,0,,,0,,,0,,
174,P2,A01,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,360330,A,1,338326,A,0,,,1,22005,A,1,22005,A,0,,
175,P2,A01,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,310981,A,1,289625,A,0,,,1,21357,A,1,21357,A,0,,
176,P2,A01,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1261,A,1,1257,A,0,,,1,4,A,1,4,A,0,,
177,P2,A01,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2682,A,1,2672,A,0,,,1,10,A,1,10,A,0,,
178,P2,A01,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,45406,A,1,44772,A,0,,,1,634,A,1,634,A,0,,
179,P2,A01,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,43221,A,1,42612,A,0,,,1,609,A,1,609,A,0,,
180,P2,A01,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2185,A,1,2160,A,0,,,1,25,A,1,25,A,0,,
181,P2,A01,CPA08_P,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,219,A,1,219,A,0,,,0,,,0,,,0,,
182,P2,A01,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,27071,A,1,24821,A,0,,,1,2250,A,1,2250,A,0,,
183,P2,A01,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7204,A,1,6981,A,0,,,1,224,A,1,224,A,0,,
184,P2,A01,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,7204,A,1,6981,A,0,,,1,224,A,1,224,A,0,,
185,P2,A01,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,19867,A,1,17841,A,0,,,1,2026,A,1,2026,A,0,,
186,P2,A01,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,25129,A,1,24682,A,0,,,1,447,A,1,447,A,0,,
187,P2,A01,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13897,A,1,13897,A,0,,,0,,,0,,,0,,
188,P2,A01,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10401,A,1,10003,A,0,,,1,398,A,1,398,A,0,,
189,P2,A01,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,831,A,1,782,A,0,,,1,49,A,1,49,A,0,,
190,P2,A01,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,35331837,A,1,35694884,A,1,0,A,1,-363046,A,1,476956,A,1,840002,A
191,P2,A01,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,134406,A,1,122404,A,1,11903,A,1,99,A,1,99,A,0,,
192,P2,A02,CPA08_A,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,944727,A,1,785035,A,1,157686,A,1,2006,A,1,2006,A,0,,
193,P2,A02,CPA08_A01,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7073,A,1,7073,A,0,,,0,,,0,,,0,,
194,P2,A02,CPA08_A02,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,937654,A,1,777962,A,1,157686,A,1,2006,A,1,2006,A,0,,
195,P2,A02,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,21,A,1,12,A,1,7,A,1,1,A,1,1,A,0,,
196,P2,A02,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,21,A,1,12,A,1,7,A,1,1,A,1,1,A,0,,
197,P2,A02,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,26546,A,1,19777,A,1,4964,A,1,1805,A,1,1805,A,0,,
198,P2,A02,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11,A,1,9,A,1,2,A,1,0,A,1,0,A,0,,
199,P2,A02,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4541,A,1,2813,A,1,487,A,1,1240,A,1,1240,A,0,,
200,P2,A02,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2996,A,1,1429,A,1,1337,A,1,230,A,1,230,A,0,,
201,P2,A02,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7540,A,1,5685,A,1,1754,A,1,101,A,1,101,A,0,,
202,P2,A02,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9460,A,1,7891,A,1,1384,A,1,184,A,1,184,A,0,,
203,P2,A02,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1998,A,1,1949,A,0,,,1,49,A,1,49,A,0,,
204,P2,A02,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1197,A,1,1127,A,0,,,1,70,A,1,70,A,0,,
205,P2,A02,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,29,A,1,28,A,0,,,1,1,A,1,1,A,0,,
206,P2,A02,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,25,A,1,24,A,0,,,1,0,A,1,0,A,0,,
207,P2,A02,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4,A,1,4,A,0,,,1,0,A,1,0,A,0,,
208,P2,A02,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,4,A,1,4,A,0,,,1,0,A,1,0,A,0,,
209,P2,A02,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1075,A,1,117335,A,1,-116303,A,1,43,A,1,43,A,0,,
210,P2,A02,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,964,A,1,933,A,1,-12,A,1,43,A,1,43,A,0,,
211,P2,A02,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,111,A,1,115331,A,1,-115220,A,0,,,0,,,0,,
212,P2,A02,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,1071,A,1,-1071,A,0,,,0,,,0,,
213,P2,A02,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,0,A,1,46403,A,1,-46355,A,1,-48,A,0,,,1,48,A
214,P2,A02,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,45017,A,1,-44970,A,1,-46,A,0,,,1,46,A
215,P2,A02,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,80,A,1,-80,A,1,0,A,0,,,1,0,A
216,P2,A02,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,1306,A,1,-1305,A,1,-2,A,0,,,1,2,A
217,P2,A02,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,504,A,1,466,A,0,,,1,38,A,1,38,A,0,,
218,P2,A02,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,504,A,1,466,A,0,,,1,38,A,1,38,A,0,,
219,P2,A02,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,617,A,1,600,A,1,1,A,1,17,A,1,17,A,0,,
220,P2,A02,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,57,A,1,56,A,1,1,A,1,0,A,1,0,A,0,,
221,P2,A02,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,204,A,1,192,A,0,,,1,12,A,1,12,A,0,,
222,P2,A02,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,357,A,1,352,A,0,,,1,5,A,1,5,A,0,,
223,P2,A02,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,357,A,1,352,A,0,,,1,5,A,1,5,A,0,,
224,P2,A02,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,29767,A,1,29773,A,0,,,1,-6,A,1,2,A,1,8,A
225,P2,A02,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,29021,A,1,29029,A,0,,,1,-8,A,1,0,A,1,8,A
226,P2,A02,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,37,A,1,35,A,0,,,1,2,A,1,2,A,0,,
227,P2,A02,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,709,A,1,709,A,0,,,0,,,0,,,0,,
228,P2,A02,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2616,A,1,2618,A,0,,,1,-2,A,0,,,1,2,A
229,P2,A02,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2616,A,1,2618,A,0,,,1,-2,A,0,,,1,2,A
230,P2,A02,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1806,A,1,1790,A,0,,,1,16,A,1,16,A,0,,
231,P2,A02,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,408,A,1,401,A,0,,,1,7,A,1,7,A,0,,
232,P2,A02,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,408,A,1,401,A,0,,,1,7,A,1,7,A,0,,
233,P2,A02,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1398,A,1,1388,A,0,,,1,9,A,1,9,A,0,,
234,P2,A02,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,3111,A,1,2892,A,0,,,1,220,A,1,220,A,0,,
235,P2,A02,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2993,A,1,2774,A,0,,,1,219,A,1,219,A,0,,
236,P2,A02,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,52,A,1,52,A,0,,,1,0,A,1,0,A,0,,
237,P2,A02,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,66,A,1,65,A,0,,,1,1,A,1,1,A,0,,
238,P2,A02,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,66,A,1,65,A,0,,,1,1,A,1,1,A,0,,
239,P2,A02,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1496,A,1,1420,A,0,,,1,76,A,1,76,A,0,,
240,P2,A02,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1496,A,1,1420,A,0,,,1,76,A,1,76,A,0,,
241,P2,A02,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,1013666,A,1,1009430,A,1,0,A,1,4236,A,1,4294,A,1,58,A
242,P2,A02,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,153,A,1,153,A,0,,,0,,,0,,,0,,
243,P2,A03,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,32070,A,1,22465,A,1,5900,A,1,3705,A,1,3705,A,1,0,A
244,P2,A03,CPA08_C13,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,355,A,1,234,A,1,91,A,1,30,A,1,30,A,0,,
245,P2,A03,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,355,A,1,234,A,1,91,A,1,30,A,1,30,A,0,,
246,P2,A03,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6925,A,1,5712,A,1,1112,A,1,101,A,1,101,A,0,,
247,P2,A03,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,14862,A,1,9733,A,1,1924,A,1,3205,A,1,3205,A,0,,
248,P2,A03,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5123,A,1,2842,A,1,1989,A,1,292,A,1,292,A,0,,
249,P2,A03,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22,A,1,16,A,1,5,A,1,1,A,1,1,A,1,0,A
250,P2,A03,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4665,A,1,3814,A,1,776,A,1,75,A,1,75,A,0,,
251,P2,A03,CPA08_C30,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,117,A,1,113,A,1,4,A,1,0,A,1,0,A,0,,
252,P2,A03,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,397,A,1,375,A,0,,,1,22,A,1,22,A,0,,
253,P2,A03,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,49,A,1,49,A,0,,,1,1,A,1,1,A,0,,
254,P2,A03,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,38,A,1,37,A,0,,,1,0,A,1,0,A,0,,
255,P2,A03,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1,A,1,1,A,0,,,1,0,A,1,0,A,0,,
256,P2,A03,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,12,A,1,12,A,0,,,1,0,A,1,0,A,0,,
257,P2,A03,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11,A,1,11,A,0,,,1,0,A,1,0,A,0,,
258,P2,A03,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,724,A,1,721,A,0,,,1,3,A,1,3,A,0,,
259,P2,A03,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,724,A,1,721,A,0,,,1,3,A,1,3,A,0,,
260,P2,A03,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,13,A,1,4859,A,1,-4847,A,0,,,0,,,0,,
261,P2,A03,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,838,A,1,-838,A,0,,,0,,,0,,
262,P2,A03,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13,A,1,3970,A,1,-3958,A,0,,,0,,,0,,
263,P2,A03,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,51,A,1,-51,A,0,,,0,,,0,,
264,P2,A03,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,3512,A,1,4564,A,1,-1054,A,1,2,A,1,7,A,1,5,A
265,P2,A03,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,888,A,1,-883,A,1,-5,A,0,,,1,5,A
266,P2,A03,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,163,A,1,-163,A,1,0,A,0,,,1,0,A
267,P2,A03,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,8,A,1,-8,A,1,0,A,0,,,1,0,A
268,P2,A03,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3512,A,1,3505,A,0,,,1,7,A,1,7,A,0,,
269,P2,A03,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,64,A,1,60,A,0,,,1,5,A,1,5,A,0,,
270,P2,A03,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,64,A,1,60,A,0,,,1,5,A,1,5,A,0,,
271,P2,A03,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,46,A,1,45,A,0,,,1,1,A,1,1,A,0,,
272,P2,A03,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23,A,1,22,A,0,,,1,1,A,1,1,A,0,,
273,P2,A03,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23,A,1,23,A,0,,,1,0,A,1,0,A,0,,
274,P2,A03,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,23,A,1,23,A,0,,,1,0,A,1,0,A,0,,
275,P2,A03,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,32958,A,1,31392,A,0,,,1,1566,A,1,1568,A,1,2,A
276,P2,A03,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5553,A,1,5555,A,0,,,1,-2,A,0,,,1,2,A
277,P2,A03,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,27405,A,1,25837,A,0,,,1,1568,A,1,1568,A,0,,
278,P2,A03,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,160,A,1,160,A,0,,,1,0,A,0,,,1,0,A
279,P2,A03,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,160,A,1,160,A,0,,,1,0,A,0,,,1,0,A
280,P2,A03,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,181,A,1,179,A,0,,,1,1,A,1,1,A,0,,
281,P2,A03,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,49,A,1,49,A,0,,,1,1,A,1,1,A,0,,
282,P2,A03,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,49,A,1,49,A,0,,,1,1,A,1,1,A,0,,
283,P2,A03,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,131,A,1,131,A,0,,,1,1,A,1,1,A,0,,
284,P2,A03,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,106,A,1,104,A,0,,,1,1,A,1,1,A,0,,
285,P2,A03,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,106,A,1,104,A,0,,,1,1,A,1,1,A,0,,
286,P2,A03,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,106,A,1,104,A,0,,,1,1,A,1,1,A,0,,
287,P2,A03,CPA08_P,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4,A,1,4,A,0,,,0,,,0,,,0,,
288,P2,A03,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,70322,A,1,65014,A,1,0,A,1,5308,A,1,5315,A,1,7,A
289,P2,A03,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,38,A,1,38,A,0,,,0,,,0,,,0,,
290,P2,B,CPA08_A,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,19508,A,1,14142,A,1,5263,A,1,103,A,1,103,A,0,,
291,P2,B,CPA08_A01,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,5598,A,1,3638,A,1,1904,A,1,55,A,1,55,A,0,,
