check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
A11S_2006-11,A,11S,2006-11,A11STI,A11SMI,A11SWI,A11SFI,35742,12726,3223,19793,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2006-12,A,11S,2006-12,A11STI,A11SMI,A11SWI,A11SFI,36141,12912,3161,20068,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-01,A,11S,2007-01,A11STI,A11SMI,A11SWI,A11SFI,36188,13056,3148,19984,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-02,A,11S,2007-02,A11STI,A11SMI,A11SWI,A11SFI,36415,13188,3225,20002,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-03,A,11S,2007-03,A11STI,A11SMI,A11SWI,A11SFI,36608,12914,3240,20454,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-04,A,11S,2007-04,A11STI,A11SMI,A11SWI,A11SFI,37157,13162,3295,20700,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-05,A,11S,2007-05,A11STI,A11SMI,A11SWI,A11SFI,38631,14111,3399,21121,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-06,A,11S,2007-06,A11STI,A11SMI,A11SWI,A11SFI,39354,14622,3482,21250,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-07,A,11S,2007-07,A11STI,A11SMI,A11SWI,A11SFI,39098,13653,3537,21908,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-08,A,11S,2007-08,A11STI,A11SMI,A11SWI,A11SFI,39847,14124,3629,22094,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-09,A,11S,2007-09,A11STI,A11SMI,A11SWI,A11SFI,40415,14644,3575,22196,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-10,A,11S,2007-10,A11STI,A11SMI,A11SWI,A11SFI,40160,14324,3372,22464,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-11,A,11S,2007-11,A11STI,A11SMI,A11SWI,A11SFI,40235,14532,3305,22398,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2007-12,A,11S,2007-12,A11STI,A11SMI,A11SWI,A11SFI,40832,14515,3545,22772,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-01,A,11S,2008-01,A11STI,A11SMI,A11SWI,A11SFI,41410,14793,3750,22867,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-02,A,11S,2008-02,A11STI,A11SMI,A11SWI,A11SFI,41692,14973,3772,22947,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-03,A,11S,2008-03,A11STI,A11SMI,A11SWI,A11SFI,42266,15818,3740,22708,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-04,A,11S,2008-04,A11STI,A11SMI,A11SWI,A11SFI,42444,15760,3800,22884,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-05,A,11S,2008-05,A11STI,A11SMI,A11SWI,A11SFI,42502,15661,3799,23042,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-06,A,11S,2008-06,A11STI,A11SMI,A11SWI,A11SFI,43093,16140,3756,23197,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-07,A,11S,2008-07,A11STI,A11SMI,A11SWI,A11SFI,42726,15835,3740,23151,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-08,A,11S,2008-08,A11STI,A11SMI,A11SWI,A11SFI,42355,15481,3793,23081,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-09,A,11S,2008-09,A11STI,A11SMI,A11SWI,A11SFI,42158,15100,3949,23109,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-10,A,11S,2008-10,A11STI,A11SMI,A11SWI,A11SFI,41745,15110,3898,22737,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-11,A,11S,2008-11,A11STI,A11SMI,A11SWI,A11SFI,41502,14854,3805,22843,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2008-12,A,11S,2008-12,A11STI,A11SMI,A11SWI,A11SFI,41082,14563,3655,22864,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-01,A,11S,2009-01,A11STI,A11SMI,A11SWI,A11SFI,40978,14582,3696,22700,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-02,A,11S,2009-02,A11STI,A11SMI,A11SWI,A11SFI,40520,14263,3607,22650,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-03,A,11S,2009-03,A11STI,A11SMI,A11SWI,A11SFI,40445,14231,3859,22355,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-04,A,11S,2009-04,A11STI,A11SMI,A11SWI,A11SFI,40283,14422,3634,22227,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-05,A,11S,2009-05,A11STI,A11SMI,A11SWI,A11SFI,40705,14633,3629,22443,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-06,A,11S,2009-06,A11STI,A11SMI,A11SWI,A11SFI,40163,14435,3515,22213,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-07,A,11S,2009-07,A11STI,A11SMI,A11SWI,A11SFI,40070,14120,3474,22476,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-08,A,11S,2009-08,A11STI,A11SMI,A11SWI,A11SFI,40019,13936,3404,22679,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-09,A,11S,2009-09,A11STI,A11SMI,A11SWI,A11SFI,39558,13657,3437,22464,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-10,A,11S,2009-10,A11STI,A11SMI,A11SWI,A11SFI,40012,13962,3577,22473,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-11,A,11S,2009-11,A11STI,A11SMI,A11SWI,A11SFI,40337,14018,3564,22755,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2009-12,A,11S,2009-12,A11STI,A11SMI,A11SWI,A11SFI,40986,14515,3624,22847,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-01,A,11S,2010-01,A11STI,A11SMI,A11SWI,A11SFI,40759,14481,3531,22747,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-02,A,11S,2010-02,A11STI,A11SMI,A11SWI,A11SFI,40973,14325,3494,23154,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-03,A,11S,2010-03,A11STI,A11SMI,A11SWI,A11SFI,40755,14116,3448,23191,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-04,A,11S,2010-04,A11STI,A11SMI,A11SWI,A11SFI,40916,13943,3312,23661,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-05,A,11S,2010-05,A11STI,A11SMI,A11SWI,A11SFI,41002,13762,3350,23890,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-06,A,11S,2010-06,A11STI,A11SMI,A11SWI,A11SFI,41026,13799,3370,23857,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-07,A,11S,2010-07,A11STI,A11SMI,A11SWI,A11SFI,41147,14030,3329,23788,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-08,A,11S,2010-08,A11STI,A11SMI,A11SWI,A11SFI,41667,14075,3505,24087,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-09,A,11S,2010-09,A11STI,A11SMI,A11SWI,A11SFI,42681,14514,3603,24564,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-10,A,11S,2010-10,A11STI,A11SMI,A11SWI,A11SFI,43191,14483,3826,24882,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-11,A,11S,2010-11,A11STI,A11SMI,A11SWI,A11SFI,43294,14497,3900,24897,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2010-12,A,11S,2010-12,A11STI,A11SMI,A11SWI,A11SFI,44196,15603,3983,24610,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-01,A,11S,2011-01,A11STI,A11SMI,A11SWI,A11SFI,44175,14925,3859,25391,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-02,A,11S,2011-02,A11STI,A11SMI,A11SWI,A11SFI,44617,15314,3979,25324,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-03,A,11S,2011-03,A11STI,A11SMI,A11SWI,A11SFI,45393,15560,3919,25914,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-04,A,11S,2011-04,A11STI,A11SMI,A11SWI,A11SFI,45740,15759,4069,25912,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-05,A,11S,2011-05,A11STI,A11SMI,A11SWI,A11SFI,46432,16132,4082,26218,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-06,A,11S,2011-06,A11STI,A11SMI,A11SWI,A11SFI,46929,16235,4189,26505,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-07,A,11S,2011-07,A11STI,A11SMI,A11SWI,A11SFI,47417,16630,4317,26470,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-08,A,11S,2011-08,A11STI,A11SMI,A11SWI,A11SFI,47879,17178,4267,26434,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-09,A,11S,2011-09,A11STI,A11SMI,A11SWI,A11SFI,47740,16938,4306,26496,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-10,A,11S,2011-10,A11STI,A11SMI,A11SWI,A11SFI,48075,17140,4364,26571,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-11,A,11S,2011-11,A11STI,A11SMI,A11SWI,A11SFI,48347,17328,4501,26518,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2011-12,A,11S,2011-12,A11STI,A11SMI,A11SWI,A11SFI,48876,17475,4548,26853,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-01,A,11S,2012-01,A11STI,A11SMI,A11SWI,A11SFI,49214,17621,4554,27039,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-02,A,11S,2012-02,A11STI,A11SMI,A11SWI,A11SFI,49691,17897,4499,27295,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-03,A,11S,2012-03,A11STI,A11SMI,A11SWI,A11SFI,49758,17892,4558,27308,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-04,A,11S,2012-04,A11STI,A11SMI,A11SWI,A11SFI,49571,17671,4584,27316,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-05,A,11S,2012-05,A11STI,A11SMI,A11SWI,A11SFI,49435,17770,4648,27017,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-06,A,11S,2012-06,A11STI,A11SMI,A11SWI,A11SFI,49603,17850,4714,27039,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-07,A,11S,2012-07,A11STI,A11SMI,A11SWI,A11SFI,49666,18073,4647,26946,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-08,A,11S,2012-08,A11STI,A11SMI,A11SWI,A11SFI,50121,18316,4756,27049,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-09,A,11S,2012-09,A11STI,A11SMI,A11SWI,A11SFI,50607,18585,4605,27417,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-10,A,11S,2012-10,A11STI,A11SMI,A11SWI,A11SFI,51150,18548,4787,27815,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-11,A,11S,2012-11,A11STI,A11SMI,A11SWI,A11SFI,51295,18393,4803,28099,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2012-12,A,11S,2012-12,A11STI,A11SMI,A11SWI,A11SFI,51645,17923,4866,28856,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-01,A,11S,2013-01,A11STI,A11SMI,A11SWI,A11SFI,51667,17778,5037,28852,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-02,A,11S,2013-02,A11STI,A11SMI,A11SWI,A11SFI,51592,17540,5179,28873,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-03,A,11S,2013-03,A11STI,A11SMI,A11SWI,A11SFI,51668,17371,5176,29121,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-04,A,11S,2013-04,A11STI,A11SMI,A11SWI,A11SFI,52207,17604,5275,29328,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-05,A,11S,2013-05,A11STI,A11SMI,A11SWI,A11SFI,52190,17613,4966,29611,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-06,A,11S,2013-06,A11STI,A11SMI,A11SWI,A11SFI,51585,17315,4862,29408,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-07,A,11S,2013-07,A11STI,A11SMI,A11SWI,A11SFI,51817,17542,4781,29494,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-08,A,11S,2013-08,A11STI,A11SMI,A11SWI,A11SFI,51742,17570,4795,29377,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-09,A,11S,2013-09,A11STI,A11SMI,A11SWI,A11SFI,51746,17272,5007,29467,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-10,A,11S,2013-10,A11STI,A11SMI,A11SWI,A11SFI,51980,17917,4892,29171,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-11,A,11S,2013-11,A11STI,A11SMI,A11SWI,A11SFI,52597,18329,4915,29353,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2013-12,A,11S,2013-12,A11STI,A11SMI,A11SWI,A11SFI,51882,17953,4914,29015,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-01,A,11S,2014-01,A11STI,A11SMI,A11SWI,A11SFI,52104,18149,4954,29001,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-02,A,11S,2014-02,A11STI,A11SMI,A11SWI,A11SFI,52442,18350,4935,29157,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-03,A,11S,2014-03,A11STI,A11SMI,A11SWI,A11SFI,52780,18337,5355,29088,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-04,A,11S,2014-04,A11STI,A11SMI,A11SWI,A11SFI,53043,18466,5257,29320,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-05,A,11S,2014-05,A11STI,A11SMI,A11SWI,A11SFI,53300,18466,5375,29459,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-06,A,11S,2014-06,A11STI,A11SMI,A11SWI,A11SFI,53617,18573,5386,29658,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-07,A,11S,2014-07,A11STI,A11SMI,A11SWI,A11SFI,53712,18481,5497,29734,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-08,A,11S,2014-08,A11STI,A11SMI,A11SWI,A11SFI,53644,18650,5413,29581,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-09,A,11S,2014-09,A11STI,A11SMI,A11SWI,A11SFI,53582,18630,5385,29567,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-10,A,11S,2014-10,A11STI,A11SMI,A11SWI,A11SFI,53551,18727,5213,29611,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-11,A,11S,2014-11,A11STI,A11SMI,A11SWI,A11SFI,53579,18803,5304,29472,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2014-12,A,11S,2014-12,A11STI,A11SMI,A11SWI,A11SFI,53320,19092,5280,28948,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-01,A,11S,2015-01,A11STI,A11SMI,A11SWI,A11SFI,53278,18945,5424,28909,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-02,A,11S,2015-02,A11STI,A11SMI,A11SWI,A11SFI,52849,18636,5416,28797,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-03,A,11S,2015-03,A11STI,A11SMI,A11SWI,A11SFI,52797,18648,5449,28700,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-04,A,11S,2015-04,A11STI,A11SMI,A11SWI,A11SFI,52918,18780,5436,28702,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-05,A,11S,2015-05,A11STI,A11SMI,A11SWI,A11SFI,53016,18523,5621,28872,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-06,A,11S,2015-06,A11STI,A11SMI,A11SWI,A11SFI,52857,18853,5497,28507,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-07,A,11S,2015-07,A11STI,A11SMI,A11SWI,A11SFI,53336,18943,5644,28749,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-08,A,11S,2015-08,A11STI,A11SMI,A11SWI,A11SFI,53599,18946,5699,28954,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-09,A,11S,2015-09,A11STI,A11SMI,A11SWI,A11SFI,53902,19053,5467,29382,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-10,A,11S,2015-10,A11STI,A11SMI,A11SWI,A11SFI,54061,19142,5709,29210,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-11,A,11S,2015-11,A11STI,A11SMI,A11SWI,A11SFI,53640,19297,5569,28774,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2015-12,A,11S,2015-12,A11STI,A11SMI,A11SWI,A11SFI,53541,19328,5514,28699,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-01,A,11S,2016-01,A11STI,A11SMI,A11SWI,A11SFI,53627,19288,5533,28806,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-02,A,11S,2016-02,A11STI,A11SMI,A11SWI,A11SFI,53591,19359,5548,28684,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-03,A,11S,2016-03,A11STI,A11SMI,A11SWI,A11SFI,53728,19498,5416,28814,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-04,A,11S,2016-04,A11STI,A11SMI,A11SWI,A11SFI,54061,19293,5540,29228,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-05,A,11S,2016-05,A11STI,A11SMI,A11SWI,A11SFI,53548,19456,5373,28719,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-06,A,11S,2016-06,A11STI,A11SMI,A11SWI,A11SFI,53598,19203,5514,28881,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-07,A,11S,2016-07,A11STI,A11SMI,A11SWI,A11SFI,53573,19059,5426,29088,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-08,A,11S,2016-08,A11STI,A11SMI,A11SWI,A11SFI,53896,18931,5491,29474,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-09,A,11S,2016-09,A11STI,A11SMI,A11SWI,A11SFI,53452,18711,5408,29333,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-10,A,11S,2016-10,A11STI,A11SMI,A11SWI,A11SFI,53237,18980,5301,28956,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-11,A,11S,2016-11,A11STI,A11SMI,A11SWI,A11SFI,53700,19437,5207,29056,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2016-12,A,11S,2016-12,A11STI,A11SMI,A11SWI,A11SFI,53672,19158,5411,29103,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-01,A,11S,2017-01,A11STI,A11SMI,A11SWI,A11SFI,53902,19176,5434,29292,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-02,A,11S,2017-02,A11STI,A11SMI,A11SWI,A11SFI,54108,19248,5434,29426,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-03,A,11S,2017-03,A11STI,A11SMI,A11SWI,A11SFI,53927,19127,5288,29512,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-04,A,11S,2017-04,A11STI,A11SMI,A11SWI,A11SFI,53849,19377,5169,29303,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-05,A,11S,2017-05,A11STI,A11SMI,A11SWI,A11SFI,54108,19715,5127,29266,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-06,A,11S,2017-06,A11STI,A11SMI,A11SWI,A11SFI,54331,19438,5062,29831,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-07,A,11S,2017-07,A11STI,A11SMI,A11SWI,A11SFI,54230,19297,5080,29853,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-08,A,11S,2017-08,A11STI,A11SMI,A11SWI,A11SFI,54330,19429,4880,30021,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-09,A,11S,2017-09,A11STI,A11SMI,A11SWI,A11SFI,54285,19498,4984,29803,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-10,A,11S,2017-10,A11STI,A11SMI,A11SWI,A11SFI,54519,19477,5607,29435,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-11,A,11S,2017-11,A11STI,A11SMI,A11SWI,A11SFI,54950,19282,5540,30128,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2017-12,A,11S,2017-12,A11STI,A11SMI,A11SWI,A11SFI,54941,19697,5600,29644,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-01,A,11S,2018-01,A11STI,A11SMI,A11SWI,A11SFI,54864,19060,5344,30460,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-02,A,11S,2018-02,A11STI,A11SMI,A11SWI,A11SFI,55155,19255,5468,30432,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-03,A,11S,2018-03,A11STI,A11SMI,A11SWI,A11SFI,55556,19739,5615,30202,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-04,A,11S,2018-04,A11STI,A11SMI,A11SWI,A11SFI,55471,19804,5515,30152,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-05,A,11S,2018-05,A11STI,A11SMI,A11SWI,A11SFI,55291,19862,5247,30182,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-06,A,11S,2018-06,A11STI,A11SMI,A11SWI,A11SFI,55186,19875,5433,29878,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-07,A,11S,2018-07,A11STI,A11SMI,A11SWI,A11SFI,55008,20080,5318,29610,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-08,A,11S,2018-08,A11STI,A11SMI,A11SWI,A11SFI,55290,20178,5324,29788,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-09,A,11S,2018-09,A11STI,A11SMI,A11SWI,A11SFI,55552,20364,5460,29728,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-10,A,11S,2018-10,A11STI,A11SMI,A11SWI,A11SFI,55404,20356,5454,29594,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-11,A,11S,2018-11,A11STI,A11SMI,A11SWI,A11SFI,55383,20424,5601,29358,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2018-12,A,11S,2018-12,A11STI,A11SMI,A11SWI,A11SFI,55581,20389,5592,29600,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-01,A,11S,2019-01,A11STI,A11SMI,A11SWI,A11SFI,55646,20588,5690,29368,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-02,A,11S,2019-02,A11STI,A11SMI,A11SWI,A11SFI,55836,20795,5536,29505,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-03,A,11S,2019-03,A11STI,A11SMI,A11SWI,A11SFI,56272,20863,5689,29720,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-04,A,11S,2019-04,A11STI,A11SMI,A11SWI,A11SFI,56349,20837,5773,29739,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-05,A,11S,2019-05,A11STI,A11SMI,A11SWI,A11SFI,56777,21024,5851,29902,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-06,A,11S,2019-06,A11STI,A11SMI,A11SWI,A11SFI,57339,21311,5699,30329,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-07,A,11S,2019-07,A11STI,A11SMI,A11SWI,A11SFI,58070,21373,5847,30850,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-08,A,11S,2019-08,A11STI,A11SMI,A11SWI,A11SFI,58020,21515,5932,30573,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-09,A,11S,2019-09,A11STI,A11SMI,A11SWI,A11SFI,58173,21436,5999,30738,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-10,A,11S,2019-10,A11STI,A11SMI,A11SWI,A11SFI,58371,21352,6155,30864,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-11,A,11S,2019-11,A11STI,A11SMI,A11SWI,A11SFI,58628,21315,6286,31027,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2019-12,A,11S,2019-12,A11STI,A11SMI,A11SWI,A11SFI,59021,21552,6280,31189,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-01,A,11S,2020-01,A11STI,A11SMI,A11SWI,A11SFI,58920,21435,6268,31217,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-02,A,11S,2020-02,A11STI,A11SMI,A11SWI,A11SFI,59006,21562,6366,31078,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-03,A,11S,2020-03,A11STI,A11SMI,A11SWI,A11SFI,58835,21741,6434,30660,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-04,A,11S,2020-04,A11STI,A11SMI,A11SWI,A11SFI,58961,21633,6482,30846,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-05,A,11S,2020-05,A11STI,A11SMI,A11SWI,A11SFI,58442,21845,6785,29812,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-06,A,11S,2020-06,A11STI,A11SMI,A11SWI,A11SFI,58560,21978,6816,29766,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-07,A,11S,2020-07,A11STI,A11SMI,A11SWI,A11SFI,59175,22322,6861,29992,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-08,A,11S,2020-08,A11STI,A11SMI,A11SWI,A11SFI,59346,22373,6912,30061,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-09,A,11S,2020-09,A11STI,A11SMI,A11SWI,A11SFI,59471,22245,6948,30278,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-10,A,11S,2020-10,A11STI,A11SMI,A11SWI,A11SFI,59907,22397,6697,30813,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-11,A,11S,2020-11,A11STI,A11SMI,A11SWI,A11SFI,60372,22589,6535,31248,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2020-12,A,11S,2020-12,A11STI,A11SMI,A11SWI,A11SFI,61201,23107,6588,31506,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-01,A,11S,2021-01,A11STI,A11SMI,A11SWI,A11SFI,61478,23343,6578,31557,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-02,A,11S,2021-02,A11STI,A11SMI,A11SWI,A11SFI,61874,23765,6599,31510,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-03,A,11S,2021-03,A11STI,A11SMI,A11SWI,A11SFI,62256,24031,6398,31827,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-04,A,11S,2021-04,A11STI,A11SMI,A11SWI,A11SFI,62929,24326,6615,31988,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-05,A,11S,2021-05,A11STI,A11SMI,A11SWI,A11SFI,63972,24935,6677,32360,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-06,A,11S,2021-06,A11STI,A11SMI,A11SWI,A11SFI,64853,25005,6947,32901,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-07,A,11S,2021-07,A11STI,A11SMI,A11SWI,A11SFI,65407,25350,7022,33035,0,PASS_EXACT_SOURCE_IDENTITY
A11S_2021-08,A,11S,2021-08,A11STI,A11SMI,A11SWI,A11SFI,66009,25549,7073,33387,0,PASS_EXACT_SOURCE_IDENTITY
